瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),碍荐 拌加矫埃(hr),10盒 弥促 碍荐樊(mm),1矫埃 弥促碍荐樊(mm),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),弥措 鉴埃 浅加 浅氢(16规困),弥措 浅加(m/s),弥措 浅加 浅氢(16规困),乞闭 浅加(m/s),浅沥钦(100m),弥促浅氢(16规困),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥绊 秦搁扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),啊炼矫埃(hr),钦拌 老炼矫埃(hr),1矫埃 弥促老荤樊(MJ/m2),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10),乞闭 吝窍摸款樊(1/10),乞闭 瘤搁柯档(∑C),弥历 檬惑柯档(∑C),钦拌 措屈刘惯樊(mm),钦拌 家屈刘惯樊(mm),9-9碍荐(mm)
184,力林,1982-03-13,10.4,5,14.3,,,,,8.7,20,5.8,20,2.8,2387,20,4.7,46,68.5,8.7,1017.5,1022,1019.1,1020.4,11.8,10.8,,21.41,1.8,-999,11.9,-1.1,,3.6,
184,力林,1982-03-14,12.3,10.6,16.1,6.72,.6,1.1,2.7,14.1,110,8.7,110,4.2,3660,90,9.6,74,83.5,12,1013.5,1021.2,1007,1016.4,11.9,0,,2.68,10,-999,11.1,7.8,,.9,2.7
184,力林,1982-03-15,12.8,8.4,17.9,.72,0,0,0,18,200,10,200,4.8,4122,200,9.6,65,81.5,12.1,1005.7,1015.2,1003.6,1008.5,11.9,1.8,,6.52,9.8,-999,12.8,4.3,,1.6,0
184,力林,1982-03-16,9.1,5.6,11.8,,,,,8.5,320,5,320,2.7,2330,320,4.4,58,72.8,8.4,1015.5,1020.2,1015,1018.4,11.9,5.3,,14.7,5.5,-999,11.1,-1,,2.5,0
184,力林,1982-03-17,7.6,3.6,9.4,2.78,.3,.4,.6,9.4,360,7.3,360,2.3,2026,360,4,72,79,8.2,1014.3,1019.4,1014.5,1017.2,12,0,,2.65,10,-999,7.1,-.3,,.8,.6
184,力林,1982-03-18,9,4.6,11.9,,,,,12.1,70,8.3,70,3.6,3087,50,3.1,49,66.8,7.7,1019.8,1024.5,1019.4,1022.7,12,9.5,,20.37,6.3,-999,11.2,-.8,,4.6,
184,力林,1982-03-19,10.9,9.6,13.1,12.2,1,3.8,18,16.9,70,10,70,4.8,4182,70,7,57,78.5,10.2,1014.8,1022.8,1013.7,1017.7,12,0,,1.79,10,-999,10,7.8,,.7,18.1
184,力林,1982-03-20,10.6,8.2,13.7,2.3,.3,.8,1.4,11.4,70,7,70,2.6,2221,290,5.6,52,73.3,9.2,1012.8,1017.5,1014,1015.6,12.1,5.2,,13.31,9,-999,12.8,6.9,,3,1.3
184,力林,1982-03-21,9.8,6.9,12.7,,,,,8.3,320,5.5,320,2.8,2418,320,2.9,46,62.5,7.5,1013.8,1019.4,1014.7,1016.7,12.1,10.8,,22.03,2.5,-999,13.3,.2,,3.5,
184,力林,1982-03-22,11.4,4.1,15.3,,,,,7.9,20,4.7,20,2.2,1918,140,6.7,64,73,10,1014.2,1018.9,1014.8,1017,12.2,8.8,,18.58,7.5,-999,13.5,-.6,,2.7,3.2
184,力林,1982-03-23,12.9,8.1,15.9,6.5,1.6,3.3,4.6,9.2,320,5.7,320,2.6,2276,290,11.1,73,89.5,13.4,1013.1,1019.3,1013.8,1016,12.2,0,,2.14,8.8,-999,12.5,5.7,,1,1.4
184,力林,1982-03-24,7,5,9.2,,,,,10.8,360,7.3,360,4.4,3764,340,.2,49,62,6.2,1018.1,1024.2,1018.2,1021,12.2,2.5,,10.15,7.5,-999,8.4,2,,2.5,
184,力林,1982-03-25,7,3.9,10.4,,,,,9.9,360,7,360,3.3,2877,360,-2.7,40,51.5,5,1023.1,1027.3,1024.2,1026.1,12.3,10.6,,24.6,2.3,-999,11,-4.6,,3.4,
184,力林,1982-03-26,7.7,1.8,11.4,,,,,5.9,20,4,20,2,1755,180,-.7,41,56.5,5.8,1023.7,1027.8,1025,1026.6,12.3,9.7,,22.49,5,-999,11.5,-4.4,,3.5,
184,力林,1982-03-27,9.7,4.4,13.8,,,,,5.6,20,4.5,360,2,1696,160,3.2,42,64.8,7.7,1021.1,1026,1021.6,1024,12.3,9.1,,21.96,5,-999,13.4,0,,4,
184,力林,1982-03-28,9,4.1,13,,,,,5.5,180,4,180,2.1,1826,20,2,48,62.3,7.1,1022.3,1026.3,1024,1025.2,12.4,11.3,,23.49,0,-999,13,-4,,4.6,
184,力林,1982-03-29,12.4,7.1,16.9,,,,,16.6,70,10,70,3.4,2932,140,6.1,46,66.3,9.5,1020.8,1026.8,1019.3,1023.6,12.4,10.1,,21.26,5.3,-999,14.6,1.6,,5.4,1.7
184,力林,1982-03-30,13,8.4,17.3,7.18,.9,3,8.8,18.2,270,8.7,270,4.3,3695,270,8.9,58,76.8,11.5,1011.9,1019.5,1012.9,1014.8,12.4,0,,1.82,10,-999,12.1,4.7,,.7,7.1
184,力林,1982-03-31,10.9,7.8,15.7,,,,,9,230,5.7,230,2.9,2480,230,4.7,43,66,8.5,1016.5,1021.3,1016.9,1019.4,12.5,11,,21.02,2.5,-999,13.7,2,,3.9,
184,力林,1982-04-01,13.9,8.4,19.4,,,,,16,50,10.3,50,4,3459,110,7,43,63.8,10.1,1016.6,1021.6,1017.9,1019.5,12.5,9.3,,22.1,5.3,-999,14.6,2.9,3.4,5,
184,力林,1982-04-02,15.8,9.2,21.3,8.17,2,8,14.2,21.3,200,12.5,200,5.1,4377,200,11.2,61,74.8,13.7,1009.4,1017.9,1007.4,1012.1,12.5,.5,,3.67,7.5,-999,14.6,3.7,1.4,2.1,32.9
184,力林,1982-04-03,10.7,9.7,12,13.08,1.8,5.1,24.9,14,90,7.3,90,4.3,3723,90,7,56,78.3,10.1,1014,1023.5,1011.7,1016.8,12.6,0,,2.3,10,-999,10.7,8.6,1.9,3.3,6.2
184,力林,1982-04-04,10.5,6.7,12.2,,,,,15.8,70,9.3,70,5.3,4600,70,1.7,43,54.3,6.9,1022.9,1028.8,1022.8,1025.7,12.6,8.2,,15.82,9,-999,11.3,4.4,3,4,
184,力林,1982-04-05,11,9.2,13.7,4.8,.3,.4,1.5,11.2,50,6.3,50,4.2,3589,50,5,50,67,8.8,1024.2,1029.1,1024.8,1027.1,12.6,2.2,,10.77,10,-999,11.8,6.2,1.4,1.8,3.7
184,力林,1982-04-06,10.4,9.6,11.9,15.92,.7,2.4,7.9,5.2,50,3.7,140,2.1,1792,90,8.3,72,86.5,10.9,1017.5,1024.9,1017.2,1020.3,12.7,0,,3.79,10,-999,11.1,8.5,.3,.5,6.8
184,力林,1982-04-07,12,9.1,15.1,1.2,.3,1,1.1,12.5,250,7.3,250,3.9,3387,200,3.6,36,55,7.9,1012.1,1017.2,1012.8,1015,12.7,11.1,,23.89,2.5,-999,14.5,4,3.1,5.2,
184,力林,1982-04-08,12.8,7.7,17.9,,,,,21.7,320,13.3,320,6.7,5786,200,2.7,37,51,7.7,1011.2,1017.8,1011.2,1014,12.7,9.4,,22.13,4.8,-999,13.6,4.3,3.8,4.9,.6
184,力林,1982-04-09,7.7,4.7,10,1.97,.6,.6,.6,28.2,320,16,320,9.6,8336,320,1.4,44,64.8,6.8,1017.2,1025.8,1015.8,1020.1,12.8,5.8,,10.28,7.5,-999,7.7,.6,2.7,3.5,
184,力林,1982-04-10,9.1,3.2,12.6,,,,,8.3,340,4.7,320,2.6,2249,320,-.7,44,50.5,5.8,1022.2,1026.7,1024,1025.1,12.8,11.2,,25.36,1,-999,12.6,-4.8,3.1,4.1,
184,力林,1982-04-11,10,4.4,15.1,,,,,6,50,4,320,2.3,1995,160,4.1,52,67.5,8.3,1019.6,1025,1020.4,1022.5,12.8,7.9,,17.11,7,-999,12.2,.1,1.9,3,
184,力林,1982-04-12,12.8,7.4,16.5,,,,,8.4,50,4.8,50,2.5,2128,140,7.7,57,71.8,10.6,1015.9,1021.1,1014.3,1018.7,12.9,9.2,,22.47,4,-999,17.2,1,2.8,3.9,
184,力林,1982-04-13,13.7,8.8,16.1,,,,,6.3,20,3.5,20,2.1,1826,20,9.9,68,78.3,12.3,1011.7,1017.1,1012.1,1014.5,12.9,.7,,6.92,7.5,-999,14.2,4.7,1.1,1.4,
184,力林,1982-04-14,13.7,10.2,15.9,,,,,8.9,290,5.7,290,3,2606,320,7.8,46,68.5,10.8,1010.4,1015.2,1012,1013.2,12.9,7.7,,20.34,5.5,-999,17.7,6.9,3.1,4.1,
184,力林,1982-04-15,14.1,7.4,22.5,,,,,14.8,230,8.2,230,4.2,3588,230,6.6,27,61.3,10,1011,1016,1010.6,1013.8,13,10.6,,21.8,.8,-999,17.5,1.3,4.9,6.3,
184,力林,1982-04-16,12.9,8.2,17,,,,,11.3,320,6.8,320,3.7,3217,180,-.7,18,41.3,6,1013.7,1018.4,1013.7,1016.5,13,11.4,,25.15,.8,-999,17.6,-1.4,4.6,6,
184,力林,1982-04-17,11.4,6.6,15.1,,,,,7.4,270,4.3,290,2.6,2245,290,-1.5,28,40.3,5.5,1016,1020.3,1017.9,1018.8,13,10.8,,19.77,7.5,-999,14.9,-1.6,3.2,4,
184,力林,1982-04-18,11.7,6.9,14.9,,,,,7.1,290,4.3,290,2.6,2235,20,2.3,40,52.8,7.2,1017.7,1021.7,1019,1020.6,13.1,9.5,,24.21,5,-999,16.2,.7,3.1,5,
184,力林,1982-04-19,11.2,4.7,15.4,,,,,5.8,290,4.2,160,2.3,1973,290,3.8,49,60.3,8.1,1017.8,1021.9,1018.1,1020.6,13.1,11.5,,26.21,1.3,-999,16.7,-1.4,3.1,4.9,
184,力林,1982-04-20,12,5.7,15.1,9.98,.9,2.8,9.5,12.6,50,8.3,50,3.3,2890,110,6.2,47,68.8,10,1012.4,1020,1007.5,1015.2,13.1,1,,6.82,7.5,-999,13,-.1,1,1.4,14.7
184,力林,1982-04-21,11.9,9.1,14.1,11.03,9,2.2,5.6,15.8,20,9,200,4,3426,20,8.7,58,81.8,11.3,1008.7,1014.6,1006.6,1011.5,13.2,0,,6.99,7.5,-999,13.2,5.9,1,1.3,.4
184,力林,1982-04-22,13.2,7.8,16.6,,,,,9.7,20,5.7,20,2.5,2203,20,9.2,62,77.3,11.7,1011.1,1015,1012.7,1013.9,13.2,11.1,,24.9,0,-999,16.5,3.7,2.7,3.4,
184,力林,1982-04-23,14.6,7.8,19.9,,,,,7.5,360,5.3,360,2,1752,140,9.7,53,73.5,12.2,1010.3,1014.1,1011.5,1013.1,13.2,11.4,,24.97,.5,-999,18.9,3.9,2.8,4.1,
184,力林,1982-04-24,16.6,12.8,21.8,,,,,7,230,4.3,290,1.9,1639,290,13.2,58,81,15.3,1012.3,1017,1013,1015.2,13.3,10.7,,23.83,1.3,-999,20.1,2.4,2.8,4.2,
184,力林,1982-04-25,18.8,13.5,25,,,,,13.1,110,8.3,110,3.5,2994,70,12.6,42,68.5,14.6,1012.7,1017.2,1014,1015.5,13.3,8.8,,20.27,7.5,-999,20.6,6.9,3.4,5.7,1.2
184,力林,1982-04-26,17,14.9,18.9,15.65,5.6,17.4,43.5,19.8,70,10.3,70,6.1,5248,70,14.6,66,85.8,16.6,1007.7,1014,1007.2,1010.5,13.3,0,,4.71,10,-999,16.3,14.2,.7,1,61.5
184,力林,1982-04-27,14.6,13.2,15.5,24,2.3,5.2,37.4,18.1,50,10,50,6.8,5840,50,12.9,87,89.8,14.9,1005.7,1012.3,1006,1008.5,13.4,0,,2.16,10,-999,14.7,12.7,.5,.9,22.7
184,力林,1982-04-28,13.4,12.7,14.3,14.5,.3,1.4,6.1,6.7,50,4.7,70,2.6,2243,70,11.8,79,89.8,13.8,1011.2,1015.7,1012,1014,13.4,0,,3.53,10,-999,14.1,9.4,.6,.9,1.6
184,力林,1982-04-29,13.7,10.3,15.1,,,,,7.5,320,5.7,320,2.7,2349,340,10.4,66,80.5,12.6,1012.9,1016.9,1014.9,1015.7,13.4,4.8,,12.84,8.8,-999,17,6,1.2,1.9,
184,力林,1982-04-30,12.6,9,14.9,1.37,0,0,0,3.9,340,2.8,320,1.7,1457,340,9.6,69,81.8,12,1011.4,1015.6,1012.3,1014.3,13.4,0,,7.16,8.8,-999,14.3,4.9,.8,1.3,3.3
184,力林,1982-05-01,12.4,10.9,13.3,13.23,.5,2.3,6.5,5.7,20,5,20,1.8,1522,70,10.3,75,87.5,12.5,1006.1,1012.6,1005.6,1009,13.5,0,.56,3.98,10,6.8,13.3,10.2,.4,.6,3.2
184,力林,1982-05-02,14.3,11.9,16.3,,,,,6.5,320,4.5,320,2.1,1832,340,10.9,70,80.3,13.1,1002.5,1006.4,1003.9,1005.3,13.5,6.9,3.32,22.03,9.8,7.5,18.8,8.4,2.6,3.7,
184,力林,1982-05-03,15.8,13.7,20.2,,,,,13.8,290,8.7,290,4,3429,270,9.8,36,69,12.4,1001.5,1006.9,1002.3,1004.3,13.5,9.3,2.2,18.2,7.5,2.5,18.4,10,5.5,6,
184,力林,1982-05-04,18.8,14.3,22.6,,,,,21.4,250,13,230,8.2,7116,250,2.7,25,34,7.5,1006.1,1011,1006.9,1008.8,13.6,10.9,2.88,23.97,.5,0,18.4,10.4,9.4,10.1,
184,力林,1982-05-05,22.5,19.1,26.7,,,,,19.6,250,11.7,230,5.2,4474,230,11.2,31,49,13.4,1008.9,1013.3,1010,1011.6,13.6,8.2,2.76,19.06,7.5,3.3,23.6,15,6.5,7.4,2.7
184,力林,1982-05-06,18.3,14.7,24,3.78,.8,2.6,2.7,24.9,180,11.7,160,4.3,3738,200,13.1,39,75,15.1,1004.3,1012.3,1000.5,1007.1,13.6,0,1.88,6.91,10,5.4,17.8,8.4,1.7,2.4,0
184,力林,1982-05-07,16.1,12,20,,,,,5.2,340,4,340,1.9,1676,250,8.2,24,61.3,11,1009.7,1014.1,1011.4,1012.4,13.6,9.5,2.79,19.28,6.5,0,19.3,5.9,3.4,4.7,
184,力林,1982-05-08,17,10.8,20.6,,,,,6.7,70,4.2,70,2.3,2020,50,8.9,42,59.3,11.8,1008.5,1012.5,1008.7,1011.3,13.7,11.5,3.19,25.18,.5,.4,22.5,4,3.5,5.3,
184,力林,1982-05-09,18.3,15.9,20.9,,,,,5.7,50,3.7,50,1.8,1536,70,15.9,79,86,18.1,1007.9,1011.6,1009.7,1010.6,13.7,6.4,2.7,19.01,5.5,3.1,23.9,10.3,2.2,3.9,0
184,力林,1982-05-10,19.8,16.5,25,1.8,0,0,0,6.9,70,4.3,270,1.8,1558,20,17.3,66,86,19.8,1008.1,1012.7,1008.9,1010.9,13.7,7.6,3.26,21.34,5.3,5.1,26.3,10.2,2.5,4.4,
184,力林,1982-05-11,21.9,17.9,27.7,,,,,10.4,70,6,70,1.9,1664,50,18.5,60,82,21.2,1010.3,1015.5,1011.2,1013,13.8,8.6,3.4,22.5,5.5,4.8,27.5,13.8,3.9,5.6,
184,力林,1982-05-12,22.7,19.8,26.3,,,,,4.4,90,3.3,340,1.6,1395,50,19.6,71,82.5,22.8,1011.1,1015.5,1012,1013.8,13.8,10.2,3.27,25.65,8.3,3.8,31.5,14.5,4.8,5.8,
184,力林,1982-05-13,18.6,12.3,26.5,7.77,.6,2.3,4.6,20.5,250,12.7,250,5.7,4900,290,16.1,69,86,18.9,1007.9,1015.1,1008,1010.6,13.8,.9,2.13,6.78,9.5,5.6,20.2,11.4,2,2.4,4.8
184,力林,1982-05-14,15.7,12.4,19.1,1.25,.2,.2,.2,7.7,270,4.7,340,2.8,2439,340,6.9,38,57,10.1,1013.8,1018.1,1015,1016.6,13.8,8.6,3.32,24.02,6.5,3.8,20.7,8.4,4.3,5.7,
184,力林,1982-05-15,17,11.9,21.1,,,,,10.1,340,4.5,340,2.3,1976,200,1.9,21,36.5,7,1014.4,1018.1,1015.7,1017.1,13.9,10.3,3.3,25.69,6.3,3.1,23.6,5.2,5.3,6.5,
184,力林,1982-05-16,17.2,12,20.4,,,,,6,70,3.7,70,2.2,1905,70,4.7,30,49.8,8.7,1011.4,1016.5,1011.7,1014.2,13.9,6.6,2.3,17.13,6.5,4.6,21.8,4.9,3.7,4.6,
184,力林,1982-05-17,17.4,11.4,22,,,,,6,320,4.3,320,2.4,2063,180,10.3,49,63.3,12.8,1008.1,1012.8,1008.7,1010.9,13.9,12,3.26,26.68,3.5,0,26,6.3,4,5.8,
184,力林,1982-05-18,19.1,14.9,22.4,,,,,5.2,180,3.3,50,1.7,1493,50,12.8,52,67,15,1007.5,1011,1009.4,1010.2,13.9,7.6,2.84,19.94,6.3,1.3,25.5,8.8,3.6,5.1,
184,力林,1982-05-19,19,13.5,23.8,1.15,.2,.4,.4,11,270,7,270,2.7,2358,180,14.4,46,75.3,16.6,1005.6,1010.7,1004.7,1008.3,13.9,10,3.1,24,3,3.8,28.3,10.3,3.4,5.1,.4
184,力林,1982-05-20,16.6,13.3,19.2,,,,,13,320,9.7,320,4.5,3903,270,9.6,47,61.5,12.1,1007.9,1012.4,1008.8,1010.7,14,12.8,3.16,27.15,.5,.4,24,6.8,4.9,6.4,
184,力林,1982-05-21,17.9,11.9,22.3,,,,,5.6,70,3.7,70,2,1700,50,8.6,40,55,11.3,1008.6,1012.8,1009.7,1011.3,14,12.8,3.32,27.97,0,0,27.1,5.3,5.1,6.8,
184,力林,1982-05-22,19.9,14.5,25.6,,,,,4.7,20,4,20,2,1757,160,11.2,43,57,13.6,1008.7,1014.9,1010.6,1011.4,14,12.6,3.4,27.17,2.8,0,28.8,8,4.6,6.5,
184,力林,1982-05-23,19.3,14.8,23.4,,,,,7,70,4.7,70,2,1737,160,11.8,53,62,14.1,1010.6,1015.4,1011.7,1013.4,14,11.5,3.36,25.92,2.8,1.6,28.3,10,3.8,5.7,
184,力林,1982-05-24,20.7,16.1,24.6,,,,,7.2,70,4.5,50,2.1,1780,180,12.3,49,59,14.4,1013.4,1017.9,1014,1016.1,14,12,3.27,26.72,2.3,1,29.3,8.8,4.4,6.5,
184,力林,1982-05-25,20.5,17,24.2,,,,,7.8,20,6,360,2.4,2036,340,15.2,54,72,17.3,1015.3,1019.8,1016.2,1018.1,14.1,10,3.28,24.34,4,.3,27.9,11.5,4.2,5.9,
184,力林,1982-05-26,21.3,17.3,25,,,,,6.5,70,5,70,2,1754,50,16.2,64,72.8,18.6,1014.5,1018.8,1015.7,1017.2,14.1,12.4,3.15,25.18,1.5,1.1,30.1,12.2,4.3,6.1,
184,力林,1982-05-27,21.2,18.3,24.6,,,,,5.8,70,4.3,70,2.1,1827,50,17.3,66,78.3,19.7,1012.1,1016.2,1013.2,1014.9,14.1,11.1,3.19,25.2,1.5,1.1,31.5,13.8,5.1,6.5,
184,力林,1982-05-28,21.7,17.6,25.2,2.47,.2,.4,.5,6.1,320,3.5,340,1.8,1539,20,16.9,57,74.5,19.4,1009,1013.6,1010.1,1011.7,14.1,10,3.18,22.5,8,3.3,31,14,3.1,4.4,1
184,力林,1982-05-29,21.3,20.4,25.7,4.7,.2,.5,.6,9.3,70,5.7,70,2,1697,70,19.1,71,87,22.1,1005.2,1010.1,1005.8,1007.8,14.1,1.6,2.52,14.01,10,7.5,26.3,18.5,2.5,3.3,.1
184,力林,1982-05-30,21.8,19.8,25,5.75,.9,3,10.7,11.9,50,8.3,50,2.2,1909,20,19.8,73,88.8,23.1,1003.2,1007.4,1004.2,1005.9,14.2,1,2.44,9.89,10,7.3,26,17.6,2.1,3.1,12.8
184,力林,1982-05-31,20,19.2,22,9.8,.3,.8,2.2,12,70,8.3,70,5.2,4534,70,18.5,83,90.8,21.2,999.3,1005,999.5,1002,14.2,2.5,2.84,13.89,10,7.9,23.3,18.6,2,3.3,.5
184,力林,1982-06-01,18.7,16.4,20.2,10.42,.2,.6,1.5,4.4,50,3.8,290,1.7,1482,320,17.5,81,92.5,20,999,1005.3,999.7,1001.6,14.2,0,.92,4.95,10,8,21.4,15.7,.8,1.2,1.1
184,力林,1982-06-02,17.4,15.8,20.3,.98,0,0,0,7.2,290,5.5,290,2.6,2256,250,12.7,60,74.5,14.7,1001.6,1006,1002.7,1004.3,14.2,4.9,2.16,11.28,10,5.1,19.2,11.4,1.6,2.5,0
184,力林,1982-06-03,17.5,13.9,20.8,,,,,5.9,320,4.7,320,2.9,2486,340,12.6,60,73,14.6,1003.2,1010.4,1002.2,1006,14.2,10.5,3.55,27.41,3.5,2.4,23.5,9.4,4.3,5.8,
184,力林,1982-06-04,22.1,15.5,27.8,,,,,10.9,290,7.7,290,4,3464,290,8.9,24,44.8,11.4,1008,1012.2,1009.3,1010.7,14.2,10.9,3.58,28.07,7,.9,27.4,9.2,5.8,8.3,
184,力林,1982-06-05,20.5,18.4,23.6,,,,,7.7,50,4.5,50,2.5,2136,50,17,64,80.8,19.5,1008,1012,1009.8,1010.8,14.2,11.6,3.12,24.55,7.3,0,28.9,12.8,3.4,4.9,
184,力林,1982-06-06,20.1,17.7,22.9,,,,,4.2,20,3.2,20,1.6,1380,20,17,46,82.5,19.3,1008.9,1012.6,1010.2,1011.6,14.3,.7,1.54,11.14,10,7.9,25.1,14.1,2.3,3.2,
184,力林,1982-06-07,22.8,17.9,26.5,,,,,5.4,320,4.5,340,2.3,1967,340,13.7,34,58.3,15.9,1007,1010.7,1008.8,1009.7,14.3,10.6,2.93,22.67,7.8,1.4,30.1,13.5,4.7,6.6,
184,力林,1982-06-08,22.4,19.6,26.8,,,,,5.4,270,4.8,340,2.8,2433,340,14.6,46,61.8,16.8,1008.7,1012.6,1010.4,1011.4,14.3,11.1,3.42,25.49,5.8,.9,30.7,12.6,4.5,6.4,
184,力林,1982-06-09,20.8,17.4,23.1,,,,,12.2,50,7.2,50,3,2616,50,15.3,54,72,17.7,1010.1,1014.1,1011.4,1012.8,14.3,11.6,3.31,26.11,3.3,.5,29.5,12.2,4,5.8,
184,力林,1982-06-10,21.4,18.6,24.1,,,,,3.8,20,3,20,1.3,1147,340,15.5,51,69.8,17.7,1009.5,1014,1010.7,1012.2,14.3,7.2,2.97,20.11,9.8,1.5,29.1,14.7,3.7,5.2,
184,力林,1982-06-11,22.5,19.5,25.6,,,,,5.7,290,4.8,290,2.4,2088,340,14.6,49,61.3,16.8,1008.7,1012.6,1010.3,1011.3,14.3,11.9,3.27,26.41,1.5,1.1,31.5,12.1,4.9,6.3,
184,力林,1982-06-12,21.7,18.6,24.6,3.73,.7,2.4,1.6,6.5,20,3.3,20,1.6,1362,180,13.5,46,59.8,15.7,1006.1,1011.8,1004.2,1008.9,14.3,2.7,2.21,13.39,10,4.4,26.5,11.4,1.6,3.1,5.6
184,力林,1982-06-13,21.9,18,26.1,8.22,.5,2.4,5.3,22.3,250,12,250,6.3,5403,250,17.9,58,79.3,20.6,995.4,1004.2,995.3,998,14.3,5.1,2.77,15.62,8.5,6.9,25.1,17.3,3.4,4.9,1.8
184,力林,1982-06-14,20.5,18.1,24.4,.85,.2,.6,.5,19.5,290,12.3,290,3.7,3237,320,17.2,50,81.3,19.6,1001.5,1010.1,996.6,1004.2,14.3,8.9,3.52,25.23,6.8,4.3,28.2,14.9,4.5,6.4,
184,力林,1982-06-15,20.7,16.8,23.7,,,,,6.4,70,4,70,2,1760,180,15.4,56,72,17.5,1007.4,1011,1009.1,1010.2,14.3,9.3,3.06,21.44,6.5,3.1,27.3,12.1,4,5.7,
